,news_title,news_details,date
2158,Whole Foods Market slips after BB&T warns,"
 Shares of Whole Foods Market (WFM -1.1%) trade weaker after BB&T issues a warning on the grocery store chain's profits. The firm notes Whole Foods has cut prices in the Boston area where it generates close to 10% of its profits.  ",2014-04-14
2159,Whole Foods Market downgraded by BB&T,"
 BB&T downgrades Whole Foods Market (WFM) to a Hold rating from Buy on a valuation call. The investment firm has a $61 price target on shares.  ",2014-04-14
2160,"Re/code: Amazon prepping two phones, wooing Android developers","


Re/code backs up the WSJ in reporting Amazon (NASDAQ:AMZN) is set to become a smartphone vendor. Like TechCrunch last October, the site states two phones are being prepped: A high-end device and a low-end product meant for emerging markets. The former is set to arrive sooner.
Not surprisingly, Amazon's phones are said to run on its custom version of Android (Fire OS), which means Google Play and other Google apps/services won't be included. Amazon's 3D display is expected to enable one-handed use by allowing users to navigate by moving the phone from right to left.
With Google Play having over 5x as many apps as the Appstore for Android, Amazon is reportedly wooing developers with money, AWS support, app pre-load deals, and other incentives - Microsoft and BlackBerry can relate. Amazon is also working on ""a mechanism to automatically translate existing Android apps,"" but it's not ready yet.
""I don’t know how they’ll differentiate with Samsung,"" says one skeptical developer. With the smartphone market nearly 5x the size of the tablet market and still growing just as fast, Amazon might feel it needs to try.

Previous: WSJ reports Amazon phone due in September
 ",2014-04-12
2161,WSJ: Amazon smartphone arriving in September,"

Is the long-rumored Amazon (NASDAQ:AMZN) smartphone finally on tap? Sources tell the WSJ the e-commerce giant plans to begin selling a smartphone by the end of September after announcing it in June, and has been showing off demo models to developers.
In-line with past rumors, Amazon reportedly will include a display capable of showing 3D images (no glasses needed) with the help of eye-tracking tech and four front-facing cameras. Past 3D phone attempts didn't pan out, but the technology they used was less sophisticated than what Amazon is said to be relying on.
An Amazon smartphone would undoubtedly include access to the company's broad app/content ecosystem. But assuming Amazon continues using its home-grown version of Android, it won't have access to the Google apps/services (Now, Maps, Gmail, YouTube, etc.) that come bundled with Google's version of Android.
The phone would also enter a crowded smartphone landscape featuring Samsung, Apple, and a slew of Chinese OEMs (Lenovo, Huawei, Xiaomi, ZTE, etc.) competing aggressively on price.
A caveat: Two recent WSJ reports involving Amazon wound up being denied by the company.

Update: Re/code reports two Amazon smartphones are being prepped
 ",2014-04-11
2162,Amazon buying top digital comics platform comiXology,"


ComiXology sells individual digital comics and subscriptions for content provided by 75+ publishers, including giants Marvel and DC Comics. Deal terms are undisclosed. (PR)
Amazon (AMZN -4.4%) praises comiXology's mobile-friendly Guided View feature, declaring it ""revolutionized the digital comics reading experience."" The company had enabled 200M+ comic downloads as of last September, and its Comics app has been on the App Store's top-grossing app lists for some time.
Amazon hasn't been shy about buying popular content distribution platforms. Past acquisitions in this realm include Audible and Lovefilm.

Earlier: Bezos' 2014 shareholder letter
 ",2014-04-10
2163,"Bezos' 2014 Amazon investor letter talks AWS, Appstore, 3P growth","

Amazon Web Services (AMZN -3.4%) finished 2013 with 280 ""significant services and features,"" up from 159 in 2012 and 82 in 2011, boasts Jeff Bezos in his 2014 shareholder letter. He also notes AWS is now offered via 10 global regions and 26 ""availability zones.""
Amazon is counting on AWS' huge feature set (and the developer ecosystem surrounding it) to help stay ahead of rivals such as Microsoft, Google, and Verizon, each of whom continue to fire fresh salvos. Synergy Research estimates Amazon had a 30%+ IaaS/PaaS share in Q4.
Amazon's Appstore for Android now has 200K+ apps, up nearly 3x Y/Y. That still leaves it well behind the App Store and Google Play, each of which crossed 1M apps last year.
The number of 3rd-party sellers using Amazon's fulfillment services rose 65% in 2013. Bezos also says a survey found nearly 3/4 of merchants signing up for Amazon's fulfimment services saw a 20%+ sales jump from doing so. 3rd-party sellers made up 39% of Amazon's Q4 unit sales.
280 ""major software improvements"" were rolled out to Amazon's 96 fulfillment centers last year. No update on how many Kiva robots have been deploy (there were 1,382 deployed in three fulfillment centers in Q3).
 ",2014-04-10
2164,Wal-Mart to make organic food push,"
 Wal-Mart (NYSE:WMT) strikes a deal to sell Wild Oats brands to consumers at prices less than what organic food usually costs. The company plans to roll out 100 Wild Oats packaged food products at roughly half of its stores over the next few months. The pricing set by Wal-Mart on the organic food brands is expected to be lower than comparable items from Whole Foods Market (WFM).  ",2014-04-10
2165,Massive Internet security flaw discovered,"
 Yahoo (YHOO), Amazon (NASDAQ:AMZN) and other major tech companies have been working to overcome a major security flaw in certain versions of the OpenSSL encryption tool that is used by up to two thirds of Web sites. The bug, called Heartbleed, has been around for two years and allows thieves to steal private user information unnoticed, including passwords and banking information. News of the problem emerged on Monday. A patch has been created to eliminate the flaw, although security experts are skeptical about its effectiveness. Google (NASDAQ:GOOG), which helped discover the hole, and PayPal (NASDAQ:EBAY) are among the companies that have also been working to deal with the problem on their respective sites. A test created by cybersecurity company Qualys (NASDAQ:QLYS) shows if a site appears to be safe.  ",2014-04-9
2166,What Amazon didn't say about streaming data,"
 The same streaming data from Qwilt cited by Amazon shows that Netflix held 57.5% of the video streaming market in March, compared to Amazon's 3% share.  ",2014-04-8
2167,Rovi tumbles; court affirms non-infringement ruling in Amazon suit,"

Rovi (ROVI -9.9%) had previously sued Amazon (NASDAQ:AMZN) for infringing five programming guide (IPG) patents via its IMDB site. A federal court has affirmed a non-infringement ruling.
Last year, the ITC ruled against Rovi in an IPG-related infringement suit against Netflix and Roku.
 ",2014-04-8
2168,Amazon/eBay's ChannelAdvisor growth picks up; Google search improves,"

Aided by better weather, ChannelAdvisor (ECOM +4.2%) clients saw a 26.2% Y/Y increase in their Amazon (AMZN +3%) same-store sales in March, up from 23% in February and 14% in January.
eBay (EBAY +3.1%) same-store sales rose 17.8% in March vs. 15% in February and 12.7% in January. Fixed-price sales +21.5%, auctions -10%, Motors +19.7%.
Search ad-driven same-store sales, dominated by traffic from Google's (GOOG +3%) AdWords, rose 11.2% vs. 4.3% in February and 10.3% in January. Clicks were flat due to a shift towards Google's Product Listing Ads (PLAs). Ad prices fell 7% (soft smartphone ad prices are a likely factor), click rates rose 2%, and average order value rose 5%.
PLA-driven same-store sales rose 34.5%. Though that's down from February's 48% and January's 62.8%, ChannelAdvisor chalks it up to ""a normal aging of the program,"" given PLAs only launched in late 2012.
Amazon, eBay, and Google are all posting solid gains amid a broader rebound in Internet stocks.
 ",2014-04-8
2169,Report: Amazon Prime streams tops Apple and Hulu,"
 Amazon (NASDAQ:AMZN) announces that video streams on Prime Instant Video almost tripled last year. Data from tracking firm Qwilt indicates that streaming video usage for Amazon surpassed both Apple and Hulu for the period. AMZN +1.4% premarket  ",2014-04-8
2170,Amazon introduces device to ease weekly shopping,"
 Amazon (NASDAQ:AMZN) has unveiled a wand device called Amazon Dash that lets users add items to shopping lists in their accounts on AmazonFresh, the company's same-day delivery service. Consumers can say what they need via a microphone or use a bar-code reader on the device to scan the product they want to buy. Dash then puts the items on the shopping list via a Wi-Fi connection. However, Dash is by invitation-only at the moment and is limited to AmazonFresh's catchment areas of Seattle, Southern California and San Francisco.  ",2014-04-6
2171,"Momentum stocks tumble, Nasdaq plunges 110","
 The recent selloff in Nasdaq momentum names spilled over to the rest of the stock market today, pulling the Dow and S&P sharply lower from their record highs hit earlier in the session. The S&P 500's 1.2% drop was less than half the Nasdaq's 2.6% plunge, but its 1,865 close was well below the 1,875 some technicians saw as a resistance level. The selling that started in biotechs a few weeks ago has carried over into cloud and enterprise software names, Internet and other high-flying tech names. Looking around Nasdaq, the carnage is evident: ICPT -9.6%, FEYE -8.2%, YELP -6.8%, TRIP -6.1%, TSLA -5.8%, ILMN -5.8%, SPLK -5.5%,NFLX -4.9%, PCLN -4.8%, FB -4.6%, GOOG -4.6%, BIIB -4.5%, CELG -4.3%, WDAY -3.8%, AMZN -3.2%, GILD -2.4%, TWTR -2%. Recent high-fliers also are seeing a surge in volatility to go along with their declines; the implied volatility of the iShares Biotech Fund (IBB -4%) is near its highest level in at least two years. Treasurys rallied as the latest employment report eased concerns that the Fed could raise interest rates sooner than expected; the 10-year yield fell 6 bps at 2.732%.  ",2014-04-4
2172,"Microsoft roundup: Azure, Cortana, Office iPad downloads","

On day 2 of its Build conference, Microsoft (MSFT -0.8%) has unveiled a slew of new features for Azure. Among them: The ability to create/manage Azure virtual machines using Microsoft's Visual Studio developer tools; the ability to create/run mobile apps that leverage Active Directory; and the ability to support giant databases for big data projects.
Microsoft claims Azure is now used by over 57% of the Fortune 500 - many  are undoubtedly doing so for departmental, rather than company-wide, projects - and runs 250K+ websites.
The company is counting on Azure's hybrid cloud support, along with its ability to play well with various on-premise Microsoft software (as show by today's new features) to help wrest share from 800-lb. gorilla Amazon (NASDAQ:AMZN). Amazon, for its part, pitches enterprises on its still-unmatched public cloud feature set and support for 10 regions.
After giving it a spin, ZDNet's Matthew Miller declares Cortana ""blows away"" Google Now and Siri. He's particularly impressed with its ability to pick up on a user's interests/preferences, and to be useful in the absence of voice commands.
Cortana represents one more rival for Nuance (NUAN -3%), which helps power Siri and offers multiple proprietary voice assistant solutions. Wedbush stated today it believes Nuance powers the voice search for Amazon's new Fire TV set-top.
Office iPad app downloads have topped 12M in a week. App Annie's U.S. iPad download chart shows Word, Excel, and PowerPoint holding the top 3 slots; OneNote is #8.
Yesterday's Build announcements: I, II

 ",2014-04-3
2173,Amazon's Fire TV will double as a casual gaming console,"

The rumors were true: Amazon's (AMZN +0.6%) new streaming set-top will support ""thousands"" of Android games by next month (live blog). To play them, Amazon is providing an optional $40 controller that comes bundled with 1,000 Amazon coins (normally retails for $9.50) to buy games with, and a tablet controller app. A small number of titles can be played with the Fire TV's bundled remote.
Electronic Arts (EA -0.9%), Take-Two's (TTWO +0.2%) 2K Games unit, Sega, Gameloft, and Disney are among the game developers on board. Amazon, as reported, will also be developing its own titles. The Verge: ""The graphics are pretty solid, they seem about on par with what you can get on top-end Android devices. It's not lagging at all.""
Should Sony (SNE -0.6%), Ninetendo (OTCPK:NTDOY), and Microsoft be worried? The Fire TV, and perhaps also gaming set-tops reportedly on the way from Apple and Google, are unlikely to compel hard-core gamers to ditch their PS4s and Xbox Ones. But much like mobile devices, they could gain a strong following among consumers wanting a cheap, simple, casual gaming experience.
The Fire TV itself will sell for $99 - the same price as Apple TV and Roku 3. It begins shipping today.

Earlier: Amazon unveils Fire TV set-top
 ",2014-04-2
2174,Amazon unveils Fire TV set-top,"

Amazon's (AMZN +0.2%) Fire TV set-top (live blog) is a small, rectangular box sporting a quad-core CPU, 2GB of RAM, and a dual-band Wi-Fi radio. As expected, the device supports both Amazon's media content and a variety of 3rd-party sources (inc. Netflix, YouTube, Hulu Plus, and WatchESPN).
Amazon asserts the Fire TV's CPU leads it to exhibit far less lag than Apple TV, and that its UI makes searching for content far easier. Voice search is supported, as is a feature called ""ASAP,"" which attempts to predict which shows a user will want to watch.
The event is ongoing. Amazon hasn't yet announced any gaming features (previous), but it has shown a UI screenshot that reveals a ""Games"" menu.
 ",2014-04-2
2175,Amazon in focus with streaming device event on tap,"
 Share of Amazon (NASDAQ:AMZN) are on watch today with the company set to host an event in New York City during which a video-streaming device is expected to be introduced. The event begins at 11:00 a.m. ET. What to watch: Though the device (either set-top box or dongle) will pivot around Amazon Prime, the companies which get invited into the box with third-party apps could set the tone for the direction Amazon might be with its streaming model. There's some speculation that standing as a paywall to other content could be part of the Amazon long-term plan. AMZN +0.7% premarket  ",2014-04-2
2176,Whole Foods Markets nabs four stores from New Frontiers,"
 Whole Foods Market (WFM -0.7%) announces that it will purchase four stores from New Frontiers Natural Marketplace. Three of the stores are in Arizona and the fourth is in Arizona.  ",2014-03-31
2177,Amazon Studios sets lineup,"
 Amazon Studios (NASDAQ:AMZN) says it will pick up a second season of Alpha House. In addition, the company has lined up four primetime pilots (The After, Bosch, Transparent, Mozart in the Jungle) and two kids series for Amazon Prime. Execs with Amazon Studios expect some of the new shows to debut before the end of the year.  ",2014-03-31
2178,Amazon workers strike in Germany,"
 Amazon (NASDAQ:AMZN) workers at one of the company's distribution centers in Germany are on a short-term warning strike over wages. The ver.di union is threatening to extend the strike to other distribution centers in a bid to get Amazon in a negotiating type of  mood.  ",2014-03-31
2179,Amazon denies free streaming service report,"

""We’re often experimenting with new things, but we have no plans to offer a free streaming-media service,"" an Amazon (NASDAQ:AMZN) spokeswoman tells Variety. The comments are in reference to a WSJ report stating the company is looking to launch a free/ad-supported TV and music-streaming service.
Deja vu: In January, Amazon denied a WSJ report stating the company is thinking of launching a Web-based pay-TV service.
Netflix (NASDAQ:NFLX) is still down 1.2% premarket, in spite of higher equity futures.
 ",2014-03-28
2180,WSJ: Amazon to launch ad-supported TV/music service; Netflix slips,"


The WSJ reports Amazon's (AMZN -1.4%) free TV/music service ""could arrive in the coming months."" It will feature the company's original programming, and might also include licensed content. Notably, an Amazon Prime subscription won't be required.
Amazon reportedly also plans to offer free, ad-supported music videos (a la YouTube) on its site.
The report comes ahead of an April 2 event expected to feature the launch of a streaming/gaming set-top.
Striking deals with media giants (always nervous about upsetting pay-TV providers) for ad-supported content might prove challenging. Hulu's media industry owners, for example, still refuse to make its free service available on set-tops (the Hulu Plus subscription service is allowed).
Netflix (NASDAQ:NFLX), which now gets over 80% of its traffic from connected and mobile devices, is down 1.4% AH after falling 2.2% in regular trading.

Update: An Amazon spokeswoman denies the report.
 ",2014-03-27
2181,Amazon sends invites for April 2 event; set-top expected,"

""Please join us for an update on our video business,"" reads an invite to an NYC Amazon (AMZN -1.5%) event set for 11AM ET on April 2. Re/code reports Amazon will be showing off its much-rumored set-top.
In addition to supporting Amazon and third-party video streaming services, the device is expected to double as a casual Android gaming console. The Telegraph reported two weeks ago Amazon is aggressively recruiting talent for its game studio unit, with the goal of using games as ""bait"" to drive set-top sales.
Apple and Google have also been reported to be working on set-tops that support casual gaming. Like Amazon, they're expected to lean on mobile game developers to create TV-friendly versions of hit titles.
 ",2014-03-27
2182,Losses mount at Toys 'R' Us,"
 Toys 'R' Us discloses it lost more than $1B last year as the company got hammered as a result of a pricing with online retailer like Amazon (AMZN -2.4%). Comparable-store sales fell 4.1% in Q4. The toy company's gross margin rate fell more than 200 bps during the period as losses mounted up. A lack of store traffic and sales promoted a write-down of $51M in inventory. Job cuts are part of a strategic revamp at Toys 'R' Us along with some cosmetic changes at stores.
What to watch: Some retail analysts think Amazon has designs on the business of Toys 'R' Us if the chain fails.  ",2014-03-27
2183,"Amazon responds to Google's cloud cuts, gets DoD approval","

Surprise, surprise: Amazon Web Services (AMZN -3.2%) has barely waited 24 hours to respond to Google's huge cloud infrastructure/app platform price cuts. AWS' cuts are the 42nd in its history.
Prices for popular options for Amazon's EC2 cloud computing service have been lowered by 30% or more, and prices for its S3 storage service have been cut by an average of 51%. Its RDS database service is seeing a 28% cut on average, and its Elasticache caching service a 34% price drop.
Prior to Amazon's move, cloud analytics firm RightScale pointed out Google's cuts made its computing services much cheaper than Amazon's in many (but not all) cases. RightScale also observed Google is guaranteeing future cuts will be automatically passed on to those making reserved instance commitments, something not the case with Amazon.
AWS is also: 1) Announcing it has received DoD certification. Amazon already has FedRAMP government clearance, and is building a private cloud for the CIA after fending off an IBM protest.  2) Making its WorkSpaces PC virtualization solution (announced last fall) generally available. 3) Rolling out a new server instance (called R3) that supports up to 244GB of RAM and SSDs.
Amazon's ""Other"" North American revenue, dominated by AWS, rose 58% in 2013 to $3.7B. The company joined other Internet stocks in selling off today.
 ",2014-03-26
2184,Google slashes cloud prices as battle with Amazon continues,"

Prices for Google's (GOOG - unchanged) Compute Engine cloud computing services and App Engine cloud app platform have respectively seen 32% and 30% across-the-board cuts. Prices for Google's Cloud Storage and BigQuery (big data analytics) services have respectively been cut by 68% and 85%. ""We think cloud pricing should track Moore’s Law,"" the Web giant declares.

TechCrunch notes Google's pricing for on-demand computing instances now undercuts rivals such as Amazon's (AMZN +0.7%) EC2 service, and that its pricing for reserved instances is also often lower than EC2's. Of course, Amazon has been aggressive with its own pricing, and might soon return fire.
Also: As recently hinted, Google has launched a service (Managed Virtual Machines) that meshes the software flexibility of Compute Engine with the management ease of App Engine. Google has also added support for Windows Server, as it tries to narrow Amazon's feature set lead.
Rackspace (RAX +1.7%), whose shares have fallen before in response to price cuts from rivals, spiked lower due to Google's announcement. But shares are still up on the day thanks to Morgan Stanley's upgrade.

Synergy Research estimates Amazon had a 35% cloud infrastructure (IaaS) share in Q3, towering over Google and others. But in the app platform (PaaS) space, its share was close to those of Google, Salesforce, and Microsoft.
Yesterday, Cisco joined a long list of enterprise IT giants to launch a cloud platform. The company plans to rely heavily on carrier partners/resellers to offer its services.
 ",2014-03-25
2185,"Google roundup: Glass/Luxottica, cloud services, travel ads","

Google (NASDAQ:GOOG) is partnering with Luxottica (NYSE:LUX), owner of Ray-Ban, Oakley, and other high-end sunglass brands, to create new Google Glass eyewear. Euromonitor estimates Luxottica had a 12.4% share of the global eyewear market in 2012.
The deal follows one with health insurance provider VSP that has led to the release of $225 prescription frames that work with Glass, and could help the display glasses address their oft-discussed image problem. Google recently defended Glass by trying to address 10 ""myths"" related to it.
In a talk with Wired, Google exec Urs Hölzle argues his company's unmatched infrastructure scale will give it an edge over time (in pricing and other areas) in the cloud infrastructure market against 800-lb. gorilla Amazon (NASDAQ:AMZN).
He also suggests a pending update will fuse the ability of Google's App Engine (cloud app platform) to automatically scale workloads with the flexibility of its Compute Engine (cloud computing) to support various languages, software libraries, and frameworks. Forrester, for its part, thinks Google is still ""playing catchup"" in terms of matching Amazon's feature set.
Evercore's Ken Sena has upped his Google PT to $1,450 from $1,400, while talking up the potential of Google's travel ad offerings to be adopted by hoteliers looking for an alternative to online travel agencies (already major Google ad clients).
Sena thinks search and other channels are allowing hoteliers to make better use of opaque pricing, and to leverage their customer data. He argues Google's Hotel Price Ads could in time take off the way its Product Listing Ads have.
 ",2014-03-24
2186,Cisco jumps onto bandwagon in the cloud,"
 Cisco Systems (NASDAQ:CSCO) plans to invest $1B over the next two years on a new cloud computing service similar to Amazon Web Services (NASDAQ:AMZN). Cisco Cloud Service has already snagged partners, including Australian telecom operator Telstra and Canada's Allstream. Cisco intends to focus on big corporations and government agencies, and optimize its services to work with software from companies such as SAP, Microsoft and VMware. The introduction of the cloud service comes as Cisco looks to revive falling revenues.  ",2014-03-24
2187,Amazon backed by Oppenheimer again,"
 Oppenheimer boosts its price target on Amazon (NASDAQ:AMZN) to $455 from $440. The investment firm has been able to move the stock in the past off of reiterating its long-time bullish thesis. AMZN +0.8% premarket  ",2014-03-18
2188,Report: New Amazon video streaming device coming next month,"

Amazon (NASDAQ:AMZN) will start delivering its much-discussed video streaming device in early April, according to sources.
The company will enter the competitive market for set-top boxes with an eye on more than just extra revenue: Gathering data on consumer behavior could give Amazon an edge in several areas.
Pricing on the device from Amazon is unclear, although some tie-in to Amazon Prime is anticipated.
Major retail chains such as Best Buy and Staples are expected to carry the product.
 ",2014-03-18
2189,Consumers noticed the Amazon Prime price hike,"

A measure of Amazon's (AMZN +0.8%) brand loyalty with consumers fell sharply after the company hiked the annual price of an Amazon Prime membership.
A Brand Keys survey saw Amazon drop to a 83 rating after sitting at an industry-high 93 just a few weeks ago.
Some retail watchers think Amazon may have under-estimated what the reaction would be to the new $99 price for Prime.
 ",2014-03-17
2190,"ChannelAdvisor data positive for Amazon and eBay, mixed for Google","

ChannelAdvisor (NYSE:ECOM) clients saw a 23% Y/Y increase in their Amazon (NASDAQ:AMZN) same-store sales in February. That's up from January's 14% clip, albeit down from the growth seen over much of 2013. ChannelAdvisor thinks improving weather contributed to the M/M growth pickup.
Clients saw a 15% EBAY same-store sales increase, up from 12.7% in January. Auctions fell 8.5% Y/Y, but fixed-price and Motors sales respectively rose 15.5% and 22.3%.
Search ad-driven same-store sales, dominated by traffic from Google (NASDAQ:GOOG) AdWords placements, rose only 4.3%, down from January's 10.3%. Clicks fell 9% and cost per click (pressured by lower smartphone ad prices) 7%, while click rates rose 4%.
On the other hand, same-store sales driven by Google's increasingly popular product listing ads (PLAs) rose 48% Y/Y. That figure is down from January's 62.8%, but it's worth noting PLAs were only launched in late 2012. Average order value fell 8%, but click rates rose 17%.

AMZN +0.9% AH. Shares managed to buck a market selloff in regular trading on account of the company's Prime price hike.
 ",2014-03-13
2191,Fresh foods sales carve out more market share,"
 Fresh food purchases at grocery stores continue to show higher growth rates than canned, packaged, and frozen food sales, and now account for 30% of all supermarket revenue.. Organic sellers like Whole Foods Market (WFM -2.8%) account for some of the extra sales, but retail giants such as Wal-Mart (WMT -0.6%), Kroger (KR -0.7%), and Target (TGT -1.6%) are also broadening out their fresh food sections. Food companies on watch: SENEA, SENEB, THS, OTCPK:NCRA, CPB, DOLE, MDLZ, GIS, OTCPK:NSRGY, KRFT, TSN, FLO, CAG, DF, PPC, HRL, SJM.  ",2014-03-13
2192,Amazon confirms new $99 pricing on Amazon Prime,"
 Amazon (NASDAQ:AMZN) confirms in an e-mail to customers that it will bump up the price of Amazon Prime to $99 when their memberships renew. The company notes the 40K movie and TV episodes available to customers through Prime Instant Video, along with the 500K books through the Kindle lending library. It also makes some hay out of the two-day free shipping option for Prime members which now includes 20M items. AMZN +2.1% premarket  ",2014-03-13
2193,Report: Amazon Prime to $99,"
 Amazon (NASDAQ:AMZN) has raised the price of Amazon Prime to $99 from $79, according to a Bloomberg headline. A price hike from the company for the service has been widely expected. AMZN +0.6% premarket  ",2014-03-13
2194,The NRF stirs the online sales tax pot,"
 The National Retail Federation calls on Congress to pass legislation that would require online and remote sellers to collect local and state taxes. Top NRF exec David French told a House committee that out-of-state sellers sometimes have a 10% price and market advantage over brick-and-mortar local merchants. The Senate already passed legislation that would give each state the right to require sales tax collection, but legal battles have gone both ways. In Illinois, the State Supreme Court invalidated an online tax law. Related stocks: AMZN, OSTK, NILE, SALE, ECOM, EBAY.
 ",2014-03-12
2195,Report: Amazon plans to become a major game developer,"
 
The Telegraph reports Amazon (AMZN -0.7%), already widely rumored to be prepping a sub-$300 Android gaming console/streaming set-top, is ""on a hiring spree to recruit industry heavyweights in Seattle and Silicon Valley"" for its young Amazon Game Studios unit, and hopes to turn it into ""a major operation.""
Not surprisingly, Amazon is said to be interested in using games (much like other content) as ""bait"" to drive console sales. The company recently bought 75-employee game studio Double Helix, and is also reportedly making outreaches to 3rd-party game publishers.
Re/code has reported Amazon is hoping to launch its set-top in March. Of course, the WSJ reported last October Amazon hoped to have a box ready by the holidays.  ",2014-03-10
2196,Amazon expands Sunday delivery program,"
 Amazon (AMZN +1.5%) will begin delivering products on Sundays in St. Louis next month, according to the St. Louis Post-Dispatch.
The company already delivers packages in New York and L.A. on Sundays and had previously tipped off a plan to expand the program to other metropolitan regions. Analysts think Sunday delivery capabilities will add value to an Amazon Prime membership in the eyes of consumers.  ",2014-02-28
2197,"Report: Amazon eying music service, could be free for Prime subs","


Re/code reports Amazon (NASDAQ:AMZN) is ""engaged in more serious talks with big music labels"" about launching a music streaming service that might be bundled with Prime.
However, one source adds a deal isn't close to be finished, since studios are balking at Amazon's request for a major price discount relative to existing services.
Amazon, no stranger to the realm of online music, has already said it's mulling a $20-$40/year U.S. Prime subscription hike, a move that could make it easier to subsidize a music service. Moreover, the e-commerce giant recently hiked Prime fees for U.K./German subs, while simultaneously bundling Lovefilm's video streaming service.
The launch of an ad-free Amazon music service that's bundled with Prime would have big implications for market leader Spotify (possibly prepping for an IPO), and could also affect streaming radio leader Pandora (NYSE:P).
 ",2014-02-27
2198,Amazon adds more content to Prime in the U.K.,"
 Amazon (NASDAQ:AMZN) signs a deal with Time Warner (NYSE:TWX) to bring five more series to Amazon Prime Instant Video in the U.K. The streaming service's library will see Arrow, The Following, Hostages, Revolution ,and The 100 added. The content deal is part of the integration of Lovefilm into Amazon Prime in the U.K.  ",2014-02-24
2199,Amazon's Lovefilm/Prime integration acts as U.K./German price hike,"

Amazon's (AMZN -0.5%) decision to merge its Prime and Lovefilm services in the U.K. and Germany will act as a de facto price hike for Prime subs. Whereas Amazon currently charges U.K. and German Prime subs £49 ($81) and €29 ($40) annually, it will charge £79 ($131) and €49 ($67) starting on Feb. 26.
U.K. Lovefilm subs will be able to continue paying £5.99/month for the streaming service on a standalone basis.
The price changes come a month after Amazon said it's mulling a $20-$40/year price hike for its ~20M U.S. Prime subs.
 ",2014-02-21
2200,Oppenheimer buying into Whole Foods Market story,"
 Oppenheimer starts off coverage on Whole Foods Market (WFM) with an Outperform rating. The investment firm thinks the stock will recapture its premium valuation due in part to the ability of Whole Foods to outperform peers with comp sales. WFM +0.8% premarket  ",2014-02-21
2201,Amazon merges Lovefilm with Prime,"
 Amazon (NASDAQ:AMZN) will fold Lovefilm into its U.K. website next week in a move that will make the combined digital service the region's largest streaming provider. Existing Lovefilm subscribers will receive the full load of Amazon Prime perks under their new Amazon Prime Instant Video membership at £79 per year. For comparison, Netflix currently charges £72 a year in the U.K.  ",2014-02-21
2202,Report: Amazon and Apple find Madison Ave. a tough sell,"

""It's almost like going into a room and them putting a gun to your head and showing you your future,"" says an exec at ad giant GroupM about Amazon's (NASDAQ:AMZN) ad sales approach. Another industry exec talking with Ad Age says Amazon's lack of a personal touch when courting Madison Ave. hurts its success.
After interviewing ""a dozen people close to the companies,"" Ad Age suggests both Amazon and Apple (NASDAQ:AAPL) are experiencing growing pains as they try to grow their ad ops. While advertising is largely a sideshow for Apple - Tim Cook has said iAd's main goal is to help developers make money - Amazon wants to use its oceans of data to mount a challenge to 800-lb. gorilla Google, as well as drive more e-commerce activity.
Nonetheless, Amazon has been cautious about sharing transactional data with ad agencies. One exec says Amazon hasn't agreed to a request to ""divulge data about what's in shoppers' carts to inform ads."" Another suggests the company could be more proactive in providing case studies.
Last year, eMarketer estimated Amazon had 2012 ad sales of $609M, and forecast 2013 sales of $835M.
 ",2014-02-18
2203,"eBay roundup: Debt, PayPal, same-day delivery","
eBay (EBAY -0.1%) is open to taking on more debt as long as doing so doesn't affect its credit rating, says CEO John Donahoe. The remarks come after eBay, which has only $3B in U.S. cash, added $5B to its buyback authorization.Altogether, eBay had $14B in cash/investments at the end of 2013, and $13.4B in debt.Donahoe reiterates his opposition to Carl Icahn's call to spin off PayPal, but suggests he could eventually change his mind. ""If and when synergies run their course we will be rational in the same way we were rational with Skype.""For his part, PayPal co-founder/Tesla CEO Elon Musk has told Forbes (in a cover story about PayPal) he backs a PayPal split. ""It doesn’t make sense that a global payment system is a subsidiary of an auction website. It’s as if Target owned Visa or something.""Forbes' story highlights the culture clash between PayPal and eBay, as PayPal chief David Marcus tries to make the payments giant more agile and mobile-focused. Marcus: ""It’s a 13,000-person company where we’re changing everything and rewiring the whole culture … At large companies you always find someone with reasons not to do something.""Meanwhile, Donahoe tries to tone down expectations for eBay's Now same-day delivery service (relies on retail partners). ""This is not a major independent business line we want to grow."" Amazon (AMZN +2.1%) might be happy to hear those remarks. ",2014-02-13
2204,Whole Foods Market clipped by stalled comp growth,"
 Whole Foods Market (WFM) reports comparable-store sales increased 5.4% in FQ1 to miss the estimates of analysts. Transactions increased by 3.1%, while the average basket size of customers was 2.3% higher. Weekly sales per square foot came in at $983. An early look at FQ2 shows comparable store sales growing at a 5.6% clip. The company sees FY14 EPS $1.58-$1.65, lower than prior guidance of $1.65-$1.69 and the consensus estimate of $1.68 for the period. WFM -5.3% AH  ",2014-02-12
2205,"Whole Foods Market, Inc. misses by $0.02, misses on revenue","

Whole Foods Market, Inc. (WFM): FQ1 EPS of $0.42 misses by $0.02.
Revenue of $4.2B (+8.8% Y/Y) misses by $100M.
 ",2014-02-12
2206,Whole Foods Market turns to Square to speed up lines,"
 Whole Foods Market (WFM -0.8%) plans to give customers at its in-store food counters, pizzerias and coffee bars the option to use Square's mobile app to avoid regular lines. The initiative could bring in more lunchtime diners and help speed up checkout times. The company is also testing Square checkout devices at select locations.  ",2014-02-12
