,news_title,news_dates,news_details
550,The FCC isn't snoozing on online video service push,"Sep. 30, 2014, 9:19 AM","
 The FCC is considering new regulations for companies looking to offer an over-the-top online video service, according to The Wall Street Journal. Rules governing OTT services could make it harder for content providers and distributors to carve out smaller deals for programming. Traditional streamers such as Netflix (NASDAQ:NFLX), Hulu (DIS, CMCSA, FOXA), and Amazon (NASDAQ:AMZN) that offer their content on-demand should be outside the regulatory purview of the FCC on the OTT startups. Dish Network (NASDAQ:DISH), Sony (NYSE:SNE), and Verizon (NYSE:VZ) are the furthest along in the race for a trimmed-down online video package aimed largely at cord-cutters and cord-nevers.  "
551,PlayStation TV to be released in U.S. in October,"Sep. 23, 2014, 2:15 AM","

Sony's (NYSE:SNE) PlayStation TV set-top box will hit stores in the U.S. on Oct. 14, with a $99 price-tag for a standalone unit.
Earlier this month, Sony signed a deal to carry 22 Viacom channels, including Comedy Central and MTV, but still has not announced the launch date for its online TV service.
The PS TV will also allow users to access movies, TV episodes and games from the PlayStation store.
 "
552,Sony shows off would-be Google Glass rival,"Sep. 19, 2014, 5:32 PM","

SmartEyeglass, Sony's (NYSE:SNE) first stab at creating a pair of smartphone-connected display glasses, have a design that ""makes Google Glass look chic,"" says Engadget.
The site declares SmartEyeglass looks like ""a bulky pair of 3D glasses that have been modified to include a 3-megapixel camera, accelerometer, gyroscope, compass, brightness sensor, a microphone and a pretty large battery pack."" At the same time, it points out the device can ""deliver hologram-like visuals through its lenses,"" and that its use of a monochrome display improves battery life.
Unlike Google Glass, apps are hosted on smartphones rather than the device itself. An SDK has been released; Sony promises a full commercial launch by the end of March. Glass (also awaiting a full launch) currently has a decent head-start in developer support.
SmartEyeglass is distinct from Sony's gaming-focused Morpheus VR headset, which will face off against the Oculus Rift. A Sony exec claims 85% of Morpheus' development work is now finished, but won't provide an ETA. He does state Sony won't release Morpheus until enough software is available.
 "
553,"Sony to cut 1,000+ jobs, rethinks electronics business","Sep. 18, 2014, 6:38 AM","

After yesterday's warning of an annual net loss of $2.2B and cutting its dividend for the first time since 1958, Sony's (NYSE:SNE) electronics business faces tough times ahead.
The company has announced that it will cut 15% from the 7,100-person workforce in its mobile communications division and reassess its business focus.
Slimming down its mid-to-lower-range mobile phones, Sony will be forced to focus on its remaining pillar of its shrinking electronics business - PlayStation.

SNE -6.25% premarket.
 "
554,Sony hammered after mobile phone write-off,"Sep. 17, 2014, 12:05 PM","
 Shares of Sony (SNE -6.2%) slump after the company warns of a $2.2B loss for the fiscal year. A weak performance in the mobile phone segment is behind the bulk of the loss.Sony says it will shift its focus to higher-end phones and slash its payroll in mobile. The shift in strategy will put Sony's phones in more direct competition with Apple and Samsung. Jefferies applauds the initiative, saying a ""sensible"" CFO at Sony might rein in other more expansionary executives.  "
555,Sony warns of $2.2B net loss,"Sep. 17, 2014, 4:54 AM","

Sony (NYSE:SNE) is warning of a ¥230B ($2.2B) net loss for its current fiscal year, compared with its previous forecast for a ¥50B loss, after being hit with a ¥180B ($1.7B) impairment charge in its mobile communications segment.
In addition, the Japanese electronics maker says it will also not pay a dividend this business year.
The announcement marks the sixth downward revision under CEO Kazuo Hirai, who promised to revive the firm's troubled electronics division when appointed to the post in 2012.
 "
556,Hollywood studios could feel impact from Tesla tax breaks in Nevada,"Sep. 12, 2014, 11:14 AM","
 The state of Nevada slashed a tax credit pilot program aimed at bringing film and TV production to the state in order to free up money to lure Tesla Motors and its gigafactory with $1.3B in tax breaks. The development could slightly pinch the bottom of line of Hollywood studios (LGF, SNE, VIA, CMCSA, DIS) that were looking to use the Nevada tax breaks to gain leverage in California.  "
557,Sony lands Viacom shows for cloud TV product,"Sep. 10, 2014, 10:30 AM","
 Sony (NYSE:SNE) strikes a deal with Viacom (VIA, VIAB) which could be an important boost for its upcoming online TV service. Viacom networks (BET, Comedy Central, MTV, MTV2 Nickelodeon, Nick Jr.) will be included in Sony's online TV programming on a live basis, as opposed to the delayed-viewing model of  Hulu and Netflix. More details on Sony's cloud-based TV service are expected to be released in the near future.  "
558,Sony Entertainment chief on weak summer box office,"Sep. 10, 2014, 10:10 AM","
 Sony Entertainment (NYSE:SNE) CEO Michael Lynton said at an investor conference that the weak summer box office was tied in part to superhero overload. The exec noted a significant romantic comedy hasn't been seen in a couple of years as Hollywood remains committed to superhero films and franchise retreads. Last weekend, the top 12 films earned $51.5M in the U.S. to mark the lowest weekend take in six years. Goldman Sachs 23rd Annual Communacopia Conference webcast  "
559,Nervous times for retail sector ahead of Apple event,"Sep. 9, 2014, 9:23 AM","
 A large patch of the retail sector will have their ears perked up this afternoon to see what Apple (NASDAQ:AAPL) delivers up with its iWatch announcement or teaser. Though the company's entry into wearable technology is considered nearly a certainty, the unknown variable is if the product will end up falling under the ""gadget"" category or be another Apple device revolution. 
Computerworld's Mike Egan is in the latter camp: ""The iWatch should be most comparable to the Mac and the iPhone, Apple's two most stunning revolution."" Forrester Research isn't waiting for details, forecasting 10M iWatch sales by 2016 - a mark which could dent demand for high-end watches. Showtime is 1:00 pm ET. (webcast) Luxury watchmakers: Movado (NYSE:MOV), Fossil (NASDAQ:FOSL), Swatch (OTCPK:SWGAY), Tiffany (NYSE:TIF), Richemont (OTCPK:CFRUY), LVMH Moet Hennessy (OTCPK:LVMHF), Hermes (OTCPK:HESAF) Wearable technology players: Sony (NYSE:SNE), Nike (NYSE:NKE), Samsung (OTC:SSNLF, OTC:SSNGY), Garmin (NASDAQ:GRMN), Basis (NASDAQ:INTC), Fitbit, Jawbone, Adidas (OTCQX:ADDYY), Under Armour (NYSE:UA).  "
560,Hiring lawsuit hits animation industry,"Sep. 9, 2014, 4:29 AM","

A new federal lawsuit accuses Walt Disney (NYSE:DIS), Sony Pictures (NYSE:SNE), DreamWorks Animation (NASDAQ:DWA) and others of conspiring not to hire each others' workers, artificially depressing wages.
Many emails have surfaced supporting the allegations which display company execs discussing ""no-raid"" agreements.
The lawsuit covers conspiracy claims dating all the way back to 1986, with other defendants entering similar agreements by the mid-2000s.
 "
561,"Sony launches Xperia Z3 line, Android smartwatch","Sep. 3, 2014, 2:33 PM","

Like the Xperia Z2, Sony's (SNE +1.5%) new Xperia Z3 flagship sports a 5.2"" 1080p display, 20.7MP camera, and waterproofing. However, a 25mm wide-angle lens has been added, the Qualcomm Snapdragon 801 CPU has received a 200MHz. speed bump to 2.5GHz./core, and new audio upscaling tech (meant to improve compressed music quality) is baked in.
The Xperia Z3 Compact features many of the same specs, but comes with a 4.6"" 720p display. The Xperia Z3 tablet features an 8"" 1080p display, and is only 6.4mm thick. All 3 devices will join the PS Vita in supporting the PS4's Remote Play game-streaming feature.
Reuters reported last week SoftBank and Sprint have agreed to sell the Z3, The launches come as Samsung unveils the Galaxy Note 4, and Apple (from all signs) gets set to launch the iPhone 6. Chinese OEMs such as Lenovo, Huawei, and Xiaomi remain a major competitive threat.
Separately, Sony has launched the SmartWatch 3, the latest in a string of devices to support Google's Android Wear platform. The device features a 1.6"" display and 4GB of storage, and is priced at €230 in Europe. The Verge isn't impressed with the SmartWatch 3's display, particularly when compared with those on rival watches from Motorola and LG.
 "
562,Sony CEO taking charge of product strategy,"Aug. 29, 2014, 1:59 PM","

With Sony (SNE +1%) TV sales remaining soft and its smartphone ops facing tough price competition from Chinese Android vendors, CEO Kazuo Hirai has decided to take direct responsibility for the electronics giant's product development/strategy.

Officially, Hirai has been named Sony's Officer in charge of UX (user experience), Product Strategy, Sales & Marketing Platform. Four existing Sony departments - its business development division, UX/product strategy group, brand strategy department, and sales/marketing group - will be transferred to Hirai's unit.
Separately, Reuters reports Sprint and parent SoftBank (Japan's #2 carrier) both plan to sell Sony's next-gen Android flagship, the Xperia Z3. Neither company has sold a Sony smartphone to date. Sony has a solid presence in the Japanese smartphone market, but has struggled to make headway in the U.S., where Apple and Samsung dominate the high-end.
 "
563,Netflix ponies up $2m per episode of The Blacklist,"Aug. 28, 2014, 3:24 PM","
 Netflix has signed a deal for the rights to the first season of The Blacklist for $2M per episode, reports Deadline. The amount is believed to be the largest VOD deal ever for an off-network TV series.

The Blacklist  is distributed by Sony Pictures TV (NYSE:SNE).
A weekend launch of the show on Netflix is possible. What to watch: The company is sticking with a strategy to pay more for exclusive first window rights - instead of signing joint syndication deals with other pay-TV operators - on its view the strategy helps propel subscriber growth  "
564,Box office debate: Secular decline or smashing 2015 on tap?,"Aug. 28, 2014, 8:59 AM","
 Cowen Research analyst Doug Creutz thinks the soft summer box office season this year is evidence of a secular decline in domestic attendance as viewing habits evolve. The analysis runs counter to the line of thought of some media analysts who think a weak and uninspiring summer slate is the culprit. Creutz points out that the number of summer releases is in-line with historical averages, while box office bulls note tent-poles are spread out throughout the year more than in the past making the summer compare tougher. On tap in 2015: Blockbuster releases next year include Star Wars: Episode VII (Lucasfilm), Avengers: Age of Ultron (Marvel), Fifty Shades of Grey (Universal), The Hunger Games: Mockingjay Part 2 (Lionsgate), The Good Dinosaur (Walt Disney Pictures), Bond 24 (Columbia). Related stocks: CKEC, CNK, RGC, MCS, RDI, AMC, LGF, SNE, CMCSA, DIS, VIA, VIAB, IMAX.  "
565,PlayStation network back online following cyber attack,"Aug. 25, 2014, 6:47 AM","

Sony’s (NYSE:SNE) PlayStation networks have been restored after a denial of service attack took them down Sunday evening. Sony says the cyber attack sought to bring down the systems by ""overwhelming our network with artificially high traffic.""
The company also confirmed that there was no evidence of any unauthorized access to users’ personal information.
Previously: PlayStation Network knocked out by attack; AA flight diverted to Phoenix

 "
566,PlayStation Network knocked out by attack; AA flight diverted to Phoenix,"Aug. 25, 2014, 1:49 AM","

A twitter group called Lizard Squad has claimed credit for the denial-of-service attack on Sony's (NYSE:SNE) PlayStation Network.
Sony says that personal information on the network was not accessed in the attack, and it will restore service as soon as possible.
Lizard Squad also claimed that explosives were aboard a plane carrying Sony Online Entertainment President John Smedley to San Diego. The American Airlines flight was subsequently diverted and landed safely in Phoenix.
 "
567,Hollywood studios look to Governor Moonbeam for tax breaks,"Aug. 20, 2014, 11:09 AM","
 California Governor Jerry Brown has yet to weigh in on if he will sign a $1.6B incentive plan to keep movie and TV production in California. The four-year initiative has passed legislative obstacles as state lawmakers look to compete with packages being offered Hollywood studios (LGF, SNE, VIA, CMCSA, DIS) by New York and Louisiana.
Brown is expected to try to clip the total down from $1.6B.  "
568,U.S. box office on track for August record,"Aug. 18, 2014, 11:44 AM","
 The top 12 films in the U.S. took in $128.8M over the weekend to mark a 6% improvement over last year's corresponding haul. U.S. box office sales for August are on track to set a record for the month. The development gives some support to the argument that the weak box office in June and July was tied to a weak slate - not fundamental demand shifts. 
Teenage Mutant Ninja Turtles (VIA, VIAB) and Guardian of the Galaxy (NYSE:DIS) took in $28.4M and $24.7M, respectively, to dominate the weekend - while Expendables 3 (LGF) limped in with a disappointing $16.3M opening. Related stocks: RGC, AMC, CNK, IMAX, RLD, SNE, CMCSA, TWX, MCS, RDI, CKEC, FOXA, DWA.  "
569,Sony: PS4 sales top 10M,"Aug. 12, 2014, 6:03 PM","

Cumulative PS4 sales have topped 10M, Sony (SNE -0.1%) discloses at the Gamescom 2014 conference. That indicates sales have nearly doubled from the 5.3M Sony had seen as of Feb. 8.
All signs suggest the PS4 has handily outsold the Xbox One since both consoles launched last November. However, Xbox One sales have picked up a bit since Microsoft launched a $399 Kinect-free package in June.

AMD must be pleased to hear Sony's disclosure. The company has been estimated by IHS to receive $100 per PS4 unit. Analysts were surprised last month when management stated Q3 (rather than Q4) is expected to be AMD's peak 2014 quarter for console APU shipments.
 "
570,Box office: Improved trend as 'Ninja Turtles' and 'Guardians' run rampant,"Aug. 10, 2014, 9:37 PM","
 The solid trend continues for the film industry as weekend revenue for the top 12 movies rose 22% compared to the year-ago period to $173.6M. The month is tracking for a +$900M total, and could even topple $1B which would be the first time the level has ever been achieved in August. Guardians of the Galaxy passed the $300M mark as the Marvel (NYSE:DIS) movie opened in dozens of countries over the weekend. The box office cume will go even higher after the film debuts in China and Japan. Paramount Pictures (VIA, VIAB) had a stellar weekend after Teenage Mutant Ninja Turtles hauled in $63.5M during its run at 3,845 U.S. location and $93.7M globally. Twenty-somethings came out in force due to the nostalgia factor, according to exit surveys. The studio has already announced that it will back a sequel for 2016. Related stocks: RGC, AMC, CNK, IMAX, RLD, SNE, LGF,CMCSA, TWX, MCS, RDI, CKEC.  "
571,Box office optimism after 'Guardians' stuns,"Aug. 2, 2014, 1:20 PM","
 Marvel's (NYSE:DIS) Guardians of the Galaxy is on track to open with a weekend box office haul of $92M-$96M after sales came in extremely strong for Thursday and Friday. The superhero movie could have some staying power based on its solid A CinemaScore rating and a 92% Rotten Tomatoes score. The vibrant performance for Guardians comes at an opportune time for the movie industry with July theater ticket sales coming in at their lowest level since 1995 at $572M and at a paltry $14.3M per movie release.
Though some media analysts have pointed toward an oncoming seismic shift in how consumers want to view movies, Wunderlich Securities analyst Matthew Harrigan says an uninspiring film slate is the culprit. 2015 should see a bounce-back with The Avengers sequel, a James Bond movie, and the Star Wars reboot all on the release calendar.
Related stocks: RGC, AMC, CNK, IMAX, RLD, SNE, LGF, VIA, VIAB, CMCSA, TWX, MCS, RDI, CKEC.
Related ETFs: PBS
  "
572,Pockets of strength at Sony,"Jul. 31, 2014, 10:18 AM","
 Shares of Sony (SNE +7%) are off to the races after the company showed a profit of ¥26.8B ($261M) in FQ1 after analyst had forecast a loss. The company's gaming and networks business helped offset a soft performance in other areas. Sale of real estate assets also contributed to results.  "
573,Sony reports Diluted EPS of ¥22.94,"Jul. 31, 2014, 3:19 AM","
 Sony (NYSE:SNE) reports FQ1 Diluted EPS of ¥22.94, Net Income of ¥26.8B.
Sales at ¥1809.9B (+5.8% Y/Y) reflecting increase in  Game &Network Services and Pictures segment partially offset by significant decrease all other sales related to exit from the PC business.
The company maintained guidance net loss of ¥50B, net sales of ¥7.80B.
 "
574,Sony to increase image sensor production,"Jul. 23, 2014, 4:39 AM","

Sony (NYSE:SNE) has announced that it will invest ¥35B ($345M) to boost production of image sensors for smartphones and tablets as the demand for ""selfies"" and video calls increases.
As the leading market supplier of image sensors, Sony currently supplies Apple's iPhone with sensors for its main camera.
Of the total investment, ¥9B will be spent this year on the new production, while the other ¥65B will be invested in the first half of next year's fiscal year.
 "
575,Summer box office doldrums continue after weak holiday weekend,"Jul. 7, 2014, 7:41 AM","
 The summer box office stayed in a sluggish trend with a 4th of July weekend that failed to produce any fireworks. The top 12 films for the weekend earned $118.5M, down 47% from last year when Despicable Me 2 and The Lone Ranger debuted. 
Transformers: Age of Extinction led the box office rankings with a $36.4M haul for Paramount (VIA, VIAB), while Tammy opened to $32.9M over the five days for Warner Bros. (NYSE:TWX). The summer box office is now down nearly 20% Y/Y after the misfire during the crucial holiday weekend. Related stocks: CKEC, CNK, RGC, MCS, RDI, AMC, IMAX, FOXA, SNE, CMCSA, LGF.
 "
576,Torrid pace for box office sales in China,"Jul. 1, 2014, 7:25 AM","
 Box office revenue in China is up 22% Y/Y to $2.16B for the first six months of the year as foreign films continue to outperform in the nation. Hollywood films (TWX, FOXA, SNE, CMCSA, LGF, VIAB) now claim 52% market share in China. The impressive tally only includes four days of contribution from Transformers: Age of Extinction which is smashing records in the nation.
IMAX (NYSE:IMAX) is a major force in China with consumers well-adapted to the premium format.  "
577,Sony to buy CSC Media,"Jun. 26, 2014, 8:43 AM","
Sony Pictures Television (NYSE:SNE) has announced it will buy the CSC Media Group, after a deal was reached between the former and majority shareholder P-E firm Veronis Suhler Stevenson. The new acquisition will add 16 new channels to Sony's U.K. portfolio. "
578,"Box Office roundup: Strong debuts in the U.S., Godzilla takes on China","Jun. 16, 2014, 7:11 AM","
 22 Jump Street (NYSE:SNE) and How to Train Your Dragon 2 (NASDAQ:DWA) both cleared $50M at the box office during their opening weekend.Movie analysts think the four-year gap between the two Dragon movies kept the movie below some of the lofty estimates for a +$65M opening. Maleficent (NYSE:DIS) fell to a $19M haul over the weekend and now has earned $165M. Godzilla set records for Warner Bros. (NYSE:TWX) in China during its opening run. The film earned over $25.8M for the first two days in the nation.  "
579,Sony's TV business to turn a profit,"Jun. 12, 2014, 6:57 AM","
 Sony (NYSE:SNE) TV sales rose 30% to $2.15B in Q1, according to a Bloomberg estimate. The company's TV unit is expected to report its first profit in more than a decade. Sales of high-end models have helped turn the TV business around for Sony.  "
580,Sony to release PlayStation TV in North America,"Jun. 10, 2014, 4:06 AM","

Sony (NYSE:SNE) will sell its all-new PlayStation TV set-top box for $99 in North America this fall. The device will compete with Amazon's Fire TV released in April, and users will be able to access movies and TV episodes from the PlayStation store.
The company has been facing competition on all sides, attributed to past poor performance in its television and other divisions. However, Sony has recently stepped up their game, even overtaking Nintendo for the first time in eight years in annual sales of video game consoles.
The Japanese giant has also topped Microsoft's Xbox One sales with its PS4. Microsoft said in April that it had sold more than 5M consoles since the launch in November, while Sony put its own sales at more than 7M.
 "
581,Sony makes management changes with entertainment business,"May 30, 2014, 12:35 PM","
 Sony (SNE -0.1%) appoints Nicole Seligman for a newly created role to head the company's U.S. entertainment business. Seligman will report directly to Sony Entertainment Chief Executive Michael Lynton. The changes by Sony with its top entertainment brass comes amid calls from Third Point to spin off the business.  "
582,NPD: Digital movie sales becoming a bigger factor,"May 30, 2014, 10:27 AM","
 Consumers are rapidly adapting to purchasing movies through digital channels, according to NPD. The growth rate for the electronic sell-through of movies is triple of that for TV EST. The exclusive early release window for some digital titles appears to be helping to boost demand and awareness. The trend is encouraging for studios (DIS, LGF, SNE, VIAB, TWX, FOXA, VIA, CMCSA) looking to capture some of the lost revenue from the lower demand for DVDs.
Movie theater operators (CKEC, CNK, RGC, MCS, RDI, AMC, DCIN) might look at the development differently with their revenue share mix tilted higher the longer movies stay in a theater.  "
583,The content shuffle picks up,"May 27, 2014, 8:25 AM","
 Starz (NASDAQ:STRZA) has dropped content from Sony Animation (NYSE:SNE), according to analysis from Janney Capital. The initiative could lead to a savings of up to $35M a year as the company looks to grow through original programming and less expensive niche shows. At least one Sony Animation title, Cloudy with a Chance of Meatballs 2, is currently available on Netflix (NASDAQ:NFLX) in what could be an important development for the streaming service. Netflix has built a broad array of content for the younger demographic as part of its long-term growth strategy. On top of titles from Pixar, Disney, and DreamWorks - a deal with Sony gives the company a formidable stream of content aimed for children.  "
584,Sony CEO states possible TV profit even with sales miss,"May 27, 2014, 3:25 AM","

Sony (NYSE:SNE) CEO Kazuo Hirai has announced a possible profit from TV units despite a continuing slump in sales.
""The company’s struggling TV unit could make its first profit in more than a decade even if it misses sales forecasts by as much as 16%,"" Hirai says.
The Sony chief exec cut last year’s net-income forecast three times, and the company unexpectedly forecasted a ¥50B ($491M) net loss this year while cutting more jobs and selling assets to build up its PlayStation 4 gaming system.
Previous coverage
 "
585,Sizzling growth for China's box office,"May 23, 2014, 7:25 AM","
 Analysts project China's box office haul for this year will reach $4.49B to mark a 24.7% increase from last year's level. U.S. films have performed extraordinarily well in China this year, led by Captain America: The Winter Soldier with a $116M gross. Godzilla opens in two weeks with expectations for a smashing run. What to watch: The sizzling growth of China's box office will provide a significant boost to movie studios (DIS, LGF, SNE, VIAB, TWX, FOXA, VIA, CMCSA) this year, while IMAX (NYSE:IMAX) continues to become entrenched in the nation.  "
586,Sony to keep TV business,"May 22, 2014, 7:03 AM","
 Sony (NYSE:SNE) CEO Kazuo Hirai says the company isn't planning on selling its TV manufacturing business despite a string of losses. The exec did indicate an equity partnership for the TV business would be considered if a potential partner steps up.  "
587,Weak outlook stings Sony,"May 14, 2014, 6:41 AM","
 Sony (NYSE:SNE) is lower by 5.1% in premarket action after reporting a net loss of ¥138B (¥93,2B profit a year ago) in FQ4 on sales of ¥1,870.9B (+8.1% Y/Y), and guiding to a net loss of ¥50B for the full fiscal year ending next March.
It will be narrower than the ¥128.7B loss reported for this fiscal year, but weaker than analyst estimates for a profit of ¥59B. The news isn't completely unexpected as Sony has repeatedly lowered guidance in recent weeks.
The culprit looks to be continued restructuring costs stemming from the sale of the PC business and ""other strategic initiatives."" Bright spots: 50M smartphone sales are expected, up from 39M; PS4 sales forecast of 17M is up from 14.6M.
 "
588,Microsoft launching $399 Kinect-free Xbox One,"May 13, 2014, 11:17 AM","

Starting June 9, Microsoft (MSFT +0.8%) will sell the Xbox One at a $100 discount to customers willing to forgo a Kinect sensor.
Microsoft's move allows it to price the One on par with the PlayStation 4 (SNE +1.1%), which has easily outsold the One since both consoles launched last November. But consumers who opt for the cheaper bundle also have to do without an accessory that's tightly integrated with many of the One's games and services, as well as its core UI.

Yesterday: Office iPad downloads top 27M
 "
589,Sony reportedly halts OLED TV development; Universal Display lower,"May 12, 2014, 2:56 PM","


The Nikkei reports Sony (SNE +0.5%) is halting OLED TV development. Universal Display (OLED -5.2%) spiked sharply lower on the report, but has recovered some of its losses.
Sony, which showed off the world's first 4K OLED TV in January, has already called off an OLED TV JV with Panasonic. Today's report follows one from a week ago stating Samsung is scrapping plans for an OLED TV plant, as sky-high price tags relegate the technology to niche status for now in spite of its image quality and form factor strengths.
Universal is giving back a portion of the big gains it saw on Friday due to a Q1 beat and guidance hike that drew plenty of sell-side praise.
 "
590,Sony's Spider-Man makes the most out of ducking Godzilla,"May 7, 2014, 12:21 PM","
 
The Amazing-Spider Man 2 crossed over the $100M in sales for its first seven days following its U.S. release and is up over the $420M globally. The box office haul trails some estimates and adds some weight to the theory that Spider-Man is a bit played out to U.S. audiences. Studio execs at Sony (NYSE:SNE) are getting high marks for the timing of the film's release. A head-to-head confrontation with Godzilla would not have gone smoothly, according to Hollywood buzz.  "
591,Warning shots fired from movie heavyweights on future of industry,"May 4, 2014, 10:05 AM","
 DreamWorks Animation (NASDAQ:DWA) CEO Jeffery Katzenberg fired out a warning to the movie industry during his talk at the Milliken Global Conference in Beverly Hills last week. “Movies are not a growth business,” exclaimed the exec who cut his teeth on the medium. Katzenberg sees a future where movies play for a short period of three weeks at theaters for $15.00 - followed by a run on TV at $4.99 and smartphones at $1.99. The forecast doesn't bode well for theater operators and associated businesses.
DreamWorks plans increasing its focus on shortform (digital and TV) in response.
Liberty Media (LMCA) CEO Greg Maffei also cautioned at the conference of a seismic change in the media industry as ""clutter"" from video games and social media crowds out traditional entertainment channels. Movie studio stocks: DIS, LGF, SNE, VIAB, TWX, FOXA, VIA, CMCSA
 Movie exhibitor/equipment stocks: CKEC, CNK, RGC, MCS, RDI, AMC, IMAX, DCIN

Related ETF: PBS
  "
592,Sony's FY loss set to be almost 20% higher than forecast,"May 1, 2014, 3:30 AM","
 Sony's (NYSE:SNE) preliminary fiscal-year net loss was ¥130B ($1.3B), 18% above a February forecast of ¥110B and far worse than the company's even earlier FY guidance for a profit of ¥30B. In FY 2013, Sony made a profit of ¥43B. Operating profit ¥26B vs a prior prediction of ¥80B and ¥230B in FY 2013. Sony will book additional costs of ¥30B for its PC unit, which the company is selling, and ¥25B of charges for its overseas disc manufacturing operations amid falling demand. On the brighter side, FY sales rose a preliminary 14.3% to ¥7.77T, higher than a previous forecast of ¥7.7T. (PR)  "
593,Sony real estate business to launch in August,"Apr. 23, 2014, 1:56 PM","
 Sony (SNE -0.1%) plans to launch a real estate business in August, according to Nikkei. The company plans to leverage its information technology know-how to offer smart real estate guidance to clients. The initiative falls under a broad plan by Sony to find new growth channels.  "
594,Microsoft continues to lag Sony in console battle,"Apr. 18, 2014, 4:34 AM","
 Microsoft (NASDAQ:MSFT) has sold over 5M Xbox One computer gaming consoles to retail shops since launching the device in November, well below the more than 7M PlayStation 4 machines that Sony (NYSE:SNE) has sold since its product was launched last year as well. Still, Xbox One sales have outpaced those of its predecessor, the XBox 360, by over 60% at the same point in time since launch. The introductions of the Xbox and PlayStation 4 helped boost U.S. sales of consoles in March by 78% on year to $395M. However, sales of videogames fell 28% to $432M, with revenue to multiplayer Internet games such as ""World of Warcraft"" dropping 19% to $84.8M. Tickers: EA, ATVI
  "
595,PS4 end-user sales top 7M,"Apr. 16, 2014, 7:03 PM","

Six weeks after reporting PlayStation 4 sales had topped 6M, Sony (NYSE:SNE) announces sell-through has surpassed 7M.
Software sales (inc. both physical and digital copies) have topped 20.5M. They were at 13.7M six weeks ago.
 "
596,Highpower +13% on supply deal with Sony,"Apr. 15, 2014, 3:59 PM","
 Highpower International (HPJ +12.8%) is one of the day's biggest gainers following news that it signed a deal to become an official supplier of Sony (NYSE:SNE). HPJ says the initial orders for its lithium polymer batteries will be used for Sony’s wireless products, and it has already begun receiving orders and shipping products to SNE.  "
597,Spider-Man still has legs,"Apr. 11, 2014, 7:48 AM","
 
The Amazing Spider-Man 2 is on track to bring in $95M-$112M when it opens next month, according to industry forecasts. The stellar outlook for the film's debut should take some of the heat off of Sony (NYSE:SNE) that it has pulled from the Spider-Man franchise too many times. 
The Amazing Spider-Man 3 goes into production next fall and is scheduled to be released on June 10, 2016.  "
598,Flash Boys to the big screen,"Apr. 9, 2014, 7:56 AM","
 Sony Picture (NYSE:SNE) is close to a deal to acquire the rights to Flash Boys, according to Deadline. A big screen retelling of the Michael Lewis book could help keep the issue of high-frequency trading near the headlines and paint IEX Group in a positive light. Flash Boys timeline  "
599,Sony still looking for slate finance backer,"Apr. 4, 2014, 3:38 PM","
 Sony (SNE -0.4%) is looking for a new slate finance partner after a pending deal with Blue Anchor Entertainment has failed to get close to the finish line, reports Deadline. The equity investment from Blue Anchor to cover movie deals was reported to be in a range of $300M-$350M.  "
600,NBCUniversal signs streaming deal with Crackle,"Apr. 3, 2014, 4:11 PM","
 NBCUniversal (NASDAQ:CMCSA) signs a deal with Sony's (NYSE:SNE) Crackle property to give it ad-supported streaming rights to some of its content. More than 140 NBCUniversal titles will be released on the Crackle platform over the next three years.  "
601,Amazon's Fire TV will double as a casual gaming console,"Apr. 2, 2014, 11:58 AM","

The rumors were true: Amazon's (AMZN +0.6%) new streaming set-top will support ""thousands"" of Android games by next month (live blog). To play them, Amazon is providing an optional $40 controller that comes bundled with 1,000 Amazon coins (normally retails for $9.50) to buy games with, and a tablet controller app. A small number of titles can be played with the Fire TV's bundled remote.
Electronic Arts (EA -0.9%), Take-Two's (TTWO +0.2%) 2K Games unit, Sega, Gameloft, and Disney are among the game developers on board. Amazon, as reported, will also be developing its own titles. The Verge: ""The graphics are pretty solid, they seem about on par with what you can get on top-end Android devices. It's not lagging at all.""
Should Sony (SNE -0.6%), Ninetendo (OTCPK:NTDOY), and Microsoft be worried? The Fire TV, and perhaps also gaming set-tops reportedly on the way from Apple and Google, are unlikely to compel hard-core gamers to ditch their PS4s and Xbox Ones. But much like mobile devices, they could gain a strong following among consumers wanting a cheap, simple, casual gaming experience.
The Fire TV itself will sell for $99 - the same price as Apple TV and Roku 3. It begins shipping today.

Earlier: Amazon unveils Fire TV set-top
 "
602,Sony hires new CFO,"Mar. 28, 2014, 7:07 AM","
 Sony (NYSE:SNE) hires Kenichiro Yoshida to be its new CFO, effective April 1. The exec has been serving the company as a chief strategy office and deputy CFO since December. The current CFO, Masaru Kato, will become a vice chairman at Sony with a focus on China.  "
