,news_title,news_dates,news_details
869,"Intel, Corning show off 1.6Tbps interconnect for servers","Mar. 11, 2014, 6:46 PM","

Intel's (NASDAQ:INTC) new MXC server interconnect cables leverage the chip giant's silicon photonics tech and optical fibers developed by Corning (NYSE:GLW) to enable 1.6Tbps transfer speeds (800Gbps each way) via 64 fibers running at 25Gbps apiece. Traditional solutions work at 10Gbps, and max out at 12-24 fibers.
Corning plans to begin selling MXC cable assemblies, which have a range of 300 meters, in Q3. Intel asserts the technology's per-fiber throughput could eventually double to 50Gbps. The companies think supercomputer (HPC) vendors and cloud computing firms will be among the first buyers.
Over time, MXC's blistering speeds stand to further Intel's goal of creating server architectures in which CPU, memory, storage, networking, and other resources can be separately pooled and upgraded as needed. ""The ability to take my memory and stash it a rack away, optical can enable that,"" says Intel exec Mario Paniccia.
Intel's efforts pose a challenge to optical component vendor Finisar (NASDAQ:FNSR), whose shares sold off a year ago on worries about Intel and Cisco's silicon photonics efforts. They're also a challenge to high-speed interconnect leader Mellanox (NASDAQ:MLNX), which last year acquired silicon photonics startup Kotura and 100G interconnect developer IPtronics. Since then, Mellanox has said it will ship 100G silicon photonics products in late 2014 or early 2015.
 "
870,Intel's marketing chief leaving,"Mar. 5, 2014, 9:54 AM","

Deborah Conrad, Intel's (INTC +0.1%) marketing chief since '08 and a 27-year company vet, is leaving in April.
An Intel spokesman: ""The timing is good for her personally and for Intel, as we explore new markets and new opportunities.""
News of Conrad's departure comes just a couple weeks after Dadi Perlmutter, the former head of Intel's Architecture Group, officially left the chip giant.

Interbrand estimates Intel's brand was worth $37.3B in 2013, down 5% Y/Y but still #9 worldwide. The company has a long history of launching joint marketing campaigns with PC OEMs using its processors, and has lately extended those efforts to cover tablets.
 "
871,Intel reportedly buys health tracker startup Basis for ~$100M-$150M,"Mar. 4, 2014, 10:16 AM","

Intel (INTC +0.9%) has reportedly acquired Basis, a maker of health tracker wristwatches that monitor a user's activity, heart rate, and sleep patterns. One source tells TechCrunch the purchase price is around $100M, while another says it's near $150.
Basis is estimated to have a 7% share of the health tracker market, putting it behind leaders FitBit, Jawbone, and Nike. Competition is intensifying: Samsung launched a fitness band last week that complements its smartphones, and Apple has reportedly been hiring health/fitness experts to assist with iWatch development.
Intel aims to be a major CPU supplier for the embedded/wearable device market: The company is set to begin shipping its low-power Quark CPU to embedded OEMs, and is also working on related software tools. Competition is provided by Qualcomm and other makers of ARM-based CPUs.
Basis could help Intel provide reference designs to wearable device OEMs, much as the company has historically done for PC OEMs.
 "
872,"Server sales weak again in Q4; H-P/Cisco's share rises, IBM's plummets","Feb. 27, 2014, 7:07 PM","

With enterprise server sales under pressure and the cheap white-label servers used by the Googles and Amazons of the world gaining more ground, IDC estimates global server revenue fell 4.4% Y/Y in Q4, a decline steeper than Q3's 3.7%. Gartner estimates revenue fell 4.5%.
IDC thinks market leader H-P (NYSE:HPQ), which posted relatively healthy enterprise hardware numbers for its January quarter, saw its share rise 260 bps Y/Y to 26.9%. #2 IBM, whose hardware ops had a brutal Q4, saw its share drop 910 bps to 26.8% in what's typically a seasonally strong quarter for the company.
#3 Dell is assigned a 14.5% share (+30 bps). #4 Cisco (NASDAQ:CSCO), whose UCS server unit remains a bright spot, is given a 4.5% share (+130 bps). Following many quarters of share losses, engineered systems growth allowed #5 Oracle's (NYSE:ORCL) share rose 10 bps to 4.1%.
White-label server sales, referred to by IDC as ODM Direct, soared 47% Y/Y, and now make up 6.4% of industry revenue. ""Density-optimized"" server sales, which include white-label gear and OEM offerings, soared 70%. H-P has a 34.9% share.
A positive for Intel (NASDAQ:INTC): x86 server sales rose 7.8%, up from Q3's 2.8% clip. A positive for Red Hat (NYSE:RHT): Linux server sales rose 14.4% vs. 5.6% in Q3, and now make up 28.5% of industry revenue. Windows server sales (45.7% of revenue) were nearly flat, Unix sales (13.6% of revenue) fell 20.2%.
 "
873,Chip makers look to knock Qualcomm off LTE perch,"Feb. 24, 2014, 4:14 AM","
 Chip makers such as Intel (NASDAQ:INTC) and Broadcom (BRCM) are using the Mobile World Congress to demonstrate technology that will increase network speeds. One new service is expected to provide download rates of up to 300 megabits a second, four to six times the top speeds of existing LTE networks.
The companies are out to chip away at the dominance of Qualcomm (NASDAQ:QCOM), which holds 9% of the LTE market.
Other companies that are putting out decent LTE chips include Nvidia (NASDAQ:NVDA), MediaTek, Marvell Technology (NASDAQ:MRVL), and Spreadtrum Communications (NASDAQ:SPRD). More on the Mobile World Congress.  "
874,Intel launches high-end server CPU line to good reviews,"Feb. 21, 2014, 7:13 PM","

Three years after launching its last big refresh (the 32nm Westmere-EX family) for its high-end Xeon E7 server CPU line, Intel (NASDAQ:INTC) has rolled out its Xeon E7 v2 family. The first reviews for the chips, which rely on Intel's 22nm Ivy Bridge platform, have been mostly positive.
Whereas Intel's low-end Atom server CPU lines (such as Avoton) are aimed at cheap, low-power, servers, and meant to head off competition from ARM server CPU vendors, the E7 v2 line is meant to handle demanding and/or mission-critical workloads such as ERP software, high-performance computing, and data mining.
The family supports up to 15 cores, consume as much as 155W, and cost as much as $6,841. It will face off against  RISC server CPU platforms from IBM and Oracle. While Intel has been steadily taking share from RISC platforms, IBM and Oracle have been busy refreshing their lineups over the last year.
AnandTech's benchmarks show major performance gains relative to prior-gen E7 CPUs. The site also notes the E7 v2 line supports more RAM than RISC alternatives, which could be very useful for some big data/analytics workloads.
 "
875,Report: Microsoft thinking of allowing Android apps on Windows/WP,"Feb. 12, 2014, 1:31 PM","

Sources tell The Verge, which has provided plenty of Microsoft (MSFT +1%) scoops over the last two years, the software giant is ""seriously considering allowing Android apps to run on both Windows and Windows Phone.""
Employees are said to be very divided, with some going as far as to support having Android apps in the Windows/WP app stores, and others fearing doing so ""could lead to the death of the Windows platform altogether.""
The report comes a month after Intel (INTC +0.5%) and its OEM partners showed off Android/Windows hybrids at CES, albeit without either Microsoft or Google's backing. It also comes amid reports Nokia is planning to launch a low-end Android phone featuring Microsoft/Nokia services and a Windows Phone-like UI.
Many already expect new CEO Satya Nadella to shake up Microsoft's mobile strategy, with an eye towards increasing support for rival mobile platforms. The Verge doesn't have any details on Nadella's views on the matter.
Android app support would allow Microsoft to tap into a developer ecosystem that easily surpasses the ones for Windows Phone and Metro-style Windows apps. If it happens, Google's Android apps/services almost certainly won't be part of the package.
 "
876,"Tech guidance: Juniper, Synaptics, Altera, Dolby","Jan. 23, 2014, 4:49 PM","

Juniper (NYSE:JNPR) expects Q1 revenue of $1.12B-$1.16B and EPS of $0.27-$0.30, in-line with a consensus of $1.14B and $0.29. Shares +0.3% AH. (Q4 results, PR)
Synaptics (NASDAQ:SYNA) expects FQ3 revenue of $180M-$200M vs. a $184M consensus. The guidance factors in revenue from the recent Validity Sensors acquisition. Shares -1.4% AH. (FQ2 results, PR)
Altera (NASDAQ:ALTR) expects Q1 revenue to be down 2%-6% Q/Q. That implies a range of $427M-$445M, below a $447.7M consensus. Shares +0.2% AH. (Q4 results, PR)
Dolby (NYSE:DLB) expects FQ2 revenue of $240M-$250M and EPS of $0.59-$0.66 vs. a consensus of $251M and $0.57. The company forecasts FY14 (ends Sep. '14) revenue of $910M-$940M, above a $909.5M consensus. Shares -0.2% AH. (FQ1 results, PR)
 "
877,"Altera Corporation beats by $0.01, beats on revenue","Jan. 23, 2014, 4:17 PM","

Altera Corporation (NASDAQ:ALTR): Q4 EPS of $0.31 beats by $0.01.
Revenue of $454.4M (+3.4% Y/Y) beats by $12.33M.
Shares +1.7%.
 "
878,Intel Corporation declares $0.225 dividend,"Jan. 23, 2014, 9:27 AM","

Intel Corporation (NASDAQ:INTC) declares $0.225/share quarterly dividend, in line with previous.
Forward yield 3.56%
Payable March 1; for shareholders of record Feb. 7; ex-div Feb. 5.
 "
879,"Tech ratings change roundup: Intel, Verizon, Red Hat, Qlik","Jan. 22, 2014, 10:04 AM","
Intel (INTC -1.6%) has been cut to Hold by Drexel Hamilton following last week's Q4 numbers. Drexel had only upgraded shares on Dec. 6.Verizon (VZ -0.7%) has been cut to Sector Perform by Pac Crest following yesterday's Q4 results (I, II).Red Hat (RHT +0.7%) has been upgraded to Outperform by Oppenheimer. Morgan Stanley upgraded shares last week.Qlik (QLIK +0.4%) has been upgraded to Hold by Drexel Hamilton. Q4 results are due on Feb. 20.Silicon Motion (SIMO +5.3%) has been upgraded to Buy by Needham ahead of its Jan. 28 Q4 report.Callidus Software (CALD +3.1%) has been started at Outperform by Credit Suisse. Q4 results arrive on Feb. 5.Electronics for Imaging (EFII +4.3%) has been started at Overweight by Barclays ahead of its Jan. 28 Q4 report. "
880,"Xilinx -3.6% AH on FQ3 report; $100M in 28nm sales, strength in Asia","Jan. 21, 2014, 4:46 PM","

Xilinx (NASDAQ:XLNX) shares are off 3.6% AH following the company's FQ3 report, which delivered a $13.6M top-line miss.
Management guides for FQ4 revenue of $598.7M-$622.2M (+2%-6% sequentially) vs. analyst expectations ranging from $610M-$632M (average of $621.1M). Opex in FQ4 is seen at $226M.
Revenue from 28nm products hit $100M during the quarter, driven by sales of Kintex-7 and the Zynq-7000 family (which more than doubled sequentially).
Expansion in Asia-Pacific led the way, contributing 40% of revenue in FQ3 (up from 34% in FQ3 FY2013).
PR, Conference call at 5pm ET
Shares of Altera (NASDAQ:ALTR) are off 0.6% AH in sympathy.
 "
881,"Tech ratings change roundup: 3D Systems, Seagate, SolarCity, SanDisk","Jan. 21, 2014, 9:57 AM","

3D Systems (DDD -3%) has been cut to Neutral by Credit Suisse.
Seagate (STX +2.1%) has been upgraded to Overweight by Morgan Stanley, and rival Western Digital (WDC +0.5%) has been upgraded to Outperform by BMO. Wesern reports tomorrow, and Seagate on Jan. 27.
SolarCity (SCTY -3.3%) has been cut to Neutral by JPMorgan. Deutsche started shares at Buy last week.
SanDisk (SNDK -2.3%) has been cut to Neutral by BofA/Merrill. Q4 results arrive tomorrow.
NetApp (NTAP +2.2%) has been upgraded to Buy by Lake Street Capital.
InvenSense (INVN -2.8%) has been cut to Hold by Needham.
FireEye (FEYE -3.7%) has been cut to Neutral by JPMorgan following a huge run-up in the wake of the Mandiant deal and the company's guidance hike.
Altera (ALTR +2.8%) has been upgraded to Overweight by JPMorgan ahead of Wednesday's Q4 report.
Tibco (TIBX -2.4%) has been cut to Neutral by Wedbush. Shares rallied last week on a report suggesting Dan Loeb is set to make an activist push.
NetSuite (N +1.1%) has been upgraded to Buy by Maxim.
Violin Memory (VMEM -3.7%) has been cut to Underweight by Barclays.
Motorola Solutions (MSI +1.8%) has been upgraded to Buy by Citi.
LG Display (LPL +3.2%) has been upgraded to Buy by BofA/Merrill.
 "
882,Intel to sell online TV ops to Verizon,"Jan. 21, 2014, 6:07 AM","
 Intel (NASDAQ:INTC) has agreed to sell its online TV unit - which never got off the ground - to Verizon (NYSE:VZ). The terms were undisclosed, although past media reports have mentioned a sum of $500M.
Verizon will obtain the unit's intellectual property rights and it will offer jobs to around 350 staff. (PR)  "
883,Intel confirms layoffs; over 5K workers to be affected,"Jan. 17, 2014, 5:41 PM","
Intel (NASDAQ:INTC) confirms a Reuters report stating it plans to cut headcount by ~5% this year. No details have been given about which business units or facilities will be hit.With Intel currently having a headcount of 107K (up from 105K a year ago), over 5K workers are set to be affected by the restructuring.Context: Intel is coming off a Q4 in which its opex rose 8% Y/Y (thanks in large part to an R&D spending ramp), and its revenue only grew 3%. The company is also guiding for flat 2014 revenue/EPS growth, and for its gross margin to drop 100-500 bps Q/Q in seasonally weak Q1. Moreover, excess capacity has led Intel to stall the opening of an Arizona fab.More on Intel "
884,Report: Intel to reduce workforce by 5% this year,"Jan. 17, 2014, 3:03 PM","
The cuts will come through a combination of layoffs, attrition, and other means, reports Reuters.The news comes following last night's earnings report and cautious guidance.INTC remains lower by 3.6%. "
885,"Microsoft, AMD, VMware slip following Intel's earnings; targets questioned","Jan. 17, 2014, 11:37 AM","

Intel's (INTC -3.6%) partial blaming of weaker-than-expected Q4 server CPU division sales (revenue +8% Y/Y, but volumes only +1% Y/Y and -3% Q/Q) on a government shutdown comes across as a ""bad excuse,"" thinks FBR.
Though reiterating an Outperform, FBR is skeptical about Intel's long-term 15% revenue CAGR target for its server CPU division. Bernstein questioned the division's growth outlook yesterday afternoon.

Goldman, reiterating a Sell (previous), says Intel's numbers ""confirm our view that there is downside, not upside, to Intel's 2014 EPS."" It's worried about both server CPU sales and a softening corporate PC upgrade cycle (driven by the Windows 7 transition) following Q1.

JPMorgan, which upgraded Intel going into earnings, is defending the company. It's pleased with stabilizing PC demand and dismisses server concerns, given sales have historically been volatile.
A major headwind faced by Intel's server CPU unit: Server industry revenues have been steadily declining, as demand shifts towards Web/cloud service providers with bigger economies of scale and a penchant for using cheap white-label hardware. IDC estimates total server sales fell 3.7% Y/Y in Q3, and that x86 server sales rose just 2.8%.
Microsoft (MSFT -1.6%) and AMD (AMD -1.1%) are ticking lower following Intel's report. So are server virtualization kingpin VMware (VMW -1.9%), parent EMC (EMC -0.9%), and rival Citrix (CTXS -0.8%). Intel suggested on its CC virtualization growth is softening.

More on Intel's Q4, CC transcript

 "
886,"Intel -5.1% AH after cautious enterprise remarks; AMD, Nvidia tick lower","Jan. 16, 2014, 6:25 PM","

Intel (NASDAQ:INTC) CFO Stacy Smith on the Q4 CC, discussing enterprise/government demand: ""We saw a tapering off in order patterns at certain customers across certain segments. We think that was driven by the government shutdown and uncertainty."" Smith also stated a 2H pickup in enterprise IT spend was a little slower than expected.
Bernstein's Stacy Rasgon, a long-time bear, expressed disappointment over the slowing server CPU division growth Intel reported in Q4 (+8% Y/Y vs. +12% in Q3), and questioned the division's ability to hit an Intel target for low-double digit 2014 growth, especially after sales only rose 3% in 2013.
CEO Brian Krzanich suggests sales of Intel's Bay Trail Atom CPUs for Android tablet designs won't  be significant until Q2. Bay Trail carries much lower ASPs than Intel's Core PC CPUs.
Intel has fully given back its early 2014 gains. AMD -1.1% AH. NVDA -1.1%.
More on Intel's earnings
 "
887,"More on Intel: PC division stabilizes, Atom division sees steep losses","Jan. 16, 2014, 4:47 PM","

After dropping 3% Y/Y in Q3, Intel's (NASDAQ:INTC) PC CPU division sales (62% of revenue) were flat Y/Y in Q4. Moreover, the division's op. profit rose 20% to $3.4B. Volumes rose 3% Q/Q and Y/Y; ASPs were flat Q/Q and down 2% Y/Y.
Server CPU division sales, bolstered by healthy pricing and Web/cloud data center investments, rose 8% Y/Y in Q4 after rising 12% in Q3. Op. profit rose 11% to $1.46B. Volumes -3% Q/Q and +1% Y/Y. ASPs +7% Q/Q and +4% Y/Y.
The Other Intel Architecture unit, responsible for Atom mobile CPUs, network processors, and Infineon baseband chips (among other things), saw sales rise 9% to $1.1B (8% of revenue). But the division also posted a $620M op. loss, up from $495M a year ago.
Software sales +7% to $683M. All other sales, including flash memory, were up fractionally to $488M.
Intel says it ""saw the [PC] market stabilize in the back half of [2013]."" The company had $17.8B in cash/investments at the end of Q4, and $13.4B in debt.

INTC -3% AH. Shares had rallied going into the report with the help of positive sell-side commentary.

Q3 results, guidance/details

 "
888,"Intel's revenue guidance in-line, but margin guidance light","Jan. 16, 2014, 4:19 PM","

Intel (NASDAQ:INTC) expects Q1 revenue of $12.3B-$13.3B, in-line with a $12.8B consensus. Full-year revenue is expected to be flat; that's slightly below a consensus for 1.2% growth, but matches prior guidance for flat 2014 revenue/EPS growth.
The chip giant is maintaining 2014 capex budget of $11B (21% of revenue guidance).
Q4 gross margin was 62%, -40 bps Q/Q and +400 bps Y/Y, and above a guidance midpoint of 61%. However, gross margin is expected to drop to 59% (+/- 2%) in Q1. Intel largely blames lower volumes and higher pre-qualification product costs for its next-gen (14nm) Broadwell CPUs.
Opex rose 8% Y/Y, outpacing revenue growth of 3% and contributing to the EPS miss. $528M was spent on buybacks, up from $500M in Q3.

INTC -2.9% AH. CC at 5PM ET.

Q4 results, PR, CFO comments

 "
889,"Intel Corporation misses by $0.01, beats on revenue","Jan. 16, 2014, 4:04 PM","

(NASDAQ:INTC): Q4 EPS of $0.51 misses by $0.01.
Revenue of $13.83B beats by $0.11B.
 "
890,"Tech ratings change roundup: Intel, Cirrus Logic, Fortinet, Xilinx","Jan. 15, 2014, 9:58 AM","
Intel (INTC +0.9%) has been upgraded to Outperform by BMO a day after JPMorgan upgraded shares to Overweight. Both moves come ahead of tomorrow's Q4 report.Cirrus Logic (CRUS -3.3%) has been cut to Underperform by Pac Crest ahead of its Jan. 28 FQ3 report.Fortinet (FTNT +2.3%) has been upgraded to Outperform by Wedbush two days after Morgan Stanley upped shares to Overweight. Q4 results are due on Jan. 29.Xilinx (XLNX +2%) has been upgraded to Overweight by Barclays ahead of its Jan. 21 FQ3 report. Rivals Altera (ALTR +1.3%) and QuickLogic (QUIK +4.3%) are also trading higher.Telefonica Brasil (VIV +0.9%) has been upgraded to Overweight by HSBC.Synnex (SNX +3.3%) has been upgraded to Buy by Citi six days after posting an FQ4 beat.Teradyne (TER +2%) has been upgraded to Outperform by Pac Crest ahead of its Jan. 22 Q4 report. Goldman declared shares a Conviction Buy yesterday. "
891,Intel stalls opening of new plant,"Jan. 15, 2014, 7:02 AM","
 Intel (NASDAQ:INTC) has delayed opening a new factory in Arizona amid the fall in demand for PC microprocessors, the company's biggest revenue generator. The facility was supposed to have started producing Intel's most advanced chips at the end of 2013 but will remain shut for the foreseeable future. Instead, the company will upgrade other plants at the same site.  "
892,PC stocks turn in a strong day amid Intel hopes,"Jan. 14, 2014, 5:42 PM","

PC industry names outperformed amid a broader tech rally, aided by a JPMorgan Intel (INTC +4%) note that argued PC demand is stabilizing, and tablet cannibalization diminishing. A number of chip stocks also rallied strongly (SOXX +2.1%).
Also: Major hard drive suspension assembly maker Hutchinson has reported above-consensus Dec. quarter sales, while citing strong demand for 2.5"" notebook drive assemblies. Seagate and Western Digital both rallied.
JPMorgan's Christopher Danely, who upgraded Intel to Overweight, has raised his 2014 estimates soundly above consensus ahead of the chip giant's Thursday Q4 report. Danely notes Intel, Microsoft, H-P, and others have said PC demand is improving, and that Taiwan's big-4 notebook contract manufacturers collectively grew their shipments 7% Q/Q in Q4. Q1 shipments are expected to drop in-line with seasonality.
He also points out tablet shipment growth is decelerating, and forecasts shipments will only rise 25% in 2014 (down from 53% in 2013).
Danely's optimism contrasts with another bearish Intel note from Bernstein's Stacy Rasgon, who estimates five mobile CPU sales are needed to make up for one PC CPU sale, and doubts Intel's foundry business will move the needle.
PC industry gainers: MSFT +2.3%. HPQ +2.6%. AMD +4.1%. NVDA +3.1%.
Chip ETFs: SMH, XSD, PSI, SOXL, USD, SOXS, SSG

Previous: Goldman on Intel's Q4, Gartner/IDC's Q4 PC estimates, Intel's light 2014 guidance

 "
893,"Tech ratings change roundup: Intel, Facebook, Yelp, Nokia","Jan. 14, 2014, 9:47 AM","

Intel (INTC +2.2%) has been upgraded to Overweight by JPMorgan ahead of Thursday's Q4 report.
Facebook (FB +1.1%) and Yelp (YELP +1.7%) have been started at Outperform by FBN as part of an Internet sector coverage launch. Facebook reports on Jan. 29.
Nokia (NOK -1.1%) has been cut to Underperform by Raymond James. Q4 results arrive on Jan. 23.
Juniper (JNPR -0.6%) has been upgraded to Outperform by Oppenheimer a day after Elliott Management disclosed a 6.2% stake and called for big changes.
SAP (SAP -0.7%) has been cut to Underweight by Santander four days after releasing preliminary Q4 results. Pac Crest downgraded shares yesterday, albeit to little effect.
Brocade (BRCD +2.5%) and VeriFone (PAY +4%) have been upgraded to Overweight by JPMorgan.
Jabil (JBL +5.1%) has been upgraded to Conviction Buy by Goldman. Shares cratered last month after the company provided disappointing guidance.
ON Semi (ONNN +2.2%) has been upgraded to Outperform by Credit Suisse.
Logitech (LOGI +2.8%) has been upgraded to Buy by Goldman.
ChannelAdvisor (ECOM -5.5%) and Demandware (DWRE -2.1%) have been cut to Neutral by Goldman. Though offering different products/services, both companies cater to e-commerce firms.
TripAdvisor (TRIP -2%) has been cut to Hold by Wunderlich.
Mellanox (MLNX +3.5%) has been started at Outperform by Macquarie.
 "
894,Intel rallies; Goldman thinks Q4 sales could top guidance midpoint,"Jan. 13, 2014, 12:06 PM","

Though reiterating a Sell and $16 PT on Intel (INTC +1.5%), Goldman's James Covello thinks the chip giant's Q4 sales will beat its guidance midpoint ($13.7B, nearly even with a $13.72B consensus) when it reports on Thursday.
Maxim's Ashok Kumar made a similar prediction two weeks ago, while citing ""upside seen in PC builds/shipments and data center demand.""
Covello says a talk with president Renee James (appointed last year) was ""the most open, engaging and friendly strategic dialogue we have had with [Intel] in 10 years,""  and left him with a much better grasp of Intel's strategy (though it still disagrees with parts of it).
He thinks Intel's new management is ""more open to differing perspectives and is more attuned to market dynamics,"" and is looking to use its mobile processors to increase utilization rates (and thus margins).
At the same time, Covello believes Intel is better off focusing on its budding foundry business (where its manufacturing lead gives it an edge) than on mobile, and continues to think its ""core advantage is in segments that require high processing power,"" rather than low power consumption.

Previous: Goldman unhappy with Intel's 2014 guidance and capex budget
 "
895,PC shipment declines narrow further in Q4; Lenovo and Dell take share,"Jan. 9, 2014, 5:58 PM","


IDC and Gartner respectively estimate PC shipments fell 5.6% and 6.9% Y/Y in Q4. Those numbers represent improvements from estimated Q3 declines of 7.6% and 8.6%. For the full year, both firms think shipments dropped 10% (to 315M and 316M, respectively).
Gartner thinks U.S. PC sales (outperformed in Q3) have bottomed, but nonetheless estimates they fell 7.5%, and states ""consumer spending during the holidays did not come back to PCs as tablets were one of the hottest holiday items.""
IDC thinks U.S. shipments only fell 1.6%, thanks to healthy enterprise demand. EMEA and much of Asia-Pac remained weak, but Japan delivered positive growth. The U.S. and Japan have higher ASPs and lower piracy rates than many emerging markets.
Lenovo (OTCPK:LNVGY) added to its market lead in Q4: IDC assigns the company an 18.6% share (+250 bps Y/Y). #2 H-P, which performed well in its October quarter, is given a 16.8% share (-50 bps); both IDC and Gartner think H-P's U.S. sales were weak. #3 Dell, which has been cutting prices to gain share, is given a 12.2% share (+130 bps).

H-P and Lenovo have each rolled out a slew of new Windows and Android notebooks, tablets, and convertibles at CES. Lenovo's pricing has arguably been more aggressive than H-P's.
Other PC industry names: MSFT, INTC, AMD, NVDA, MU, STX, WDC.
 "
896,Intel launches gesture recognition camera/sensor for PCs,"Jan. 6, 2014, 6:37 PM","

Intel (NASDAQ:INTC) has unveiled RealSense, a ""3D depth and 2D camera module"" for PCs that the chip giant promises will deliver ""highly accurate"" gesture recognition, as well as ""facial features for understanding movement and emotions,"" the ability to detect foregrounds and backgrounds, and 3D scanning capabilities.
Lenovo, H-P, Dell, and others plan to offer PCs and tablets featuring RealSense in 2H14. In an early proof of concept, Microsoft is updating its Skype and Lync apps to allow users to remove backgrounds during a video call with the help of RealSense.
The announcement comes six months after Intel bought gesture recognition tech developer Omek Interactive. Odds are Intel's primary goal with RealSense isn't to profit from camera module sales, but to stoke demand for new multimedia apps requiring powerful CPUs.
Microsoft (Kinect), Leap Motion, and Apple-acquired PrimeSense are some of the other firms to have developed depth-sensing/gesture recognition solutions.
 "
897,Nvidia aims to challenge Qualcomm/Intel with Tegra K1 processors,"Jan. 6, 2014, 2:49 PM","

Nvidia (NVDA +1.6%) has unveiled its Tegra K1 mobile app processors. The K1 chips, formerly codenamed Logan and Parker, are the first Tegra offerings to feature a GPU based on Nvidia's Kepler PC GPU architecture, and manage to pack 192 GPU cores (the prior-gen Tegra 4 has 72). (PR)
The K1, believed to leverage TSMC's cutting-edge 20nm manufacturing process, is also the first Tegra solution to support Nvidia's CUDA developer platform (optimizes apps for Nvidia GPUs). CES attendees have been impressed by demos showing K1-powered tablets delivering desktop-caliber graphics.
Two versions are offered: a quad-core chip featuring off-the-shelf ARM (ARMH -0.1%) CPU cores, and (more interestingly) a solution featuring two powerful custom 64-bit ARM cores (codenamed Denver). Apple and Qualcomm have already unveiled 64-bit ARM processors, which carry higher royalty rates than 32-bit chips.
Devices featuring the 32-bit and 64-bit chips are respectively set to arrive in 1H14 and 2H14. Nvidia is counting on the K1 to help Tegra sales (-54% Y/Y in FQ3) to rebound following a rough 2013. They'll face tough competition from Qualcomm (QCOM +0.3%) - its baseband/app processor integration remains a big selling point for many OEMs - and from a newly mobile-focused Intel (NASDAQ:INTC). In addition, indirect competition is provided by Apple and Samsung's in-house processors.
Nvidia's mobile struggles have led the company to begin offering to license Kepler and other IP to third-party chipmakers.

Previous: Nvidia backs Android auto initiative
 "
898,"Report: Intel to unveil Android/Windows hybrids, Microsoft/Google not on board","Jan. 3, 2014, 6:36 PM","

Sources tell The Verge Intel (NASDAQ:INTC) and its OEM partners plan to show off tablets/convertibles capable of simultaneously running Android (NASDAQ:GOOG) and Windows (NASDAQ:MSFT) at CES. The products will reportedly be able to run Android and Windows apps side by side.
Though Samsung and Asus have experimented with Android/Windows hybrids, there hasn't yet been a major push behind the concept, which fuses the world's most popular mobile and PC platforms. Intel is uniquely positioned to address the opportunity, since its x86 CPUs, unlike ARM-based (NASDAQ:ARMH) CPUs, can run both Android and Windows 8.
However, sources state neither Microsoft nor Google supports the initiative, given doing so means indirectly supporting a rival platform. Microsoft, which is scrambling to improve developer support for Windows Phone and Metro-style Windows apps, might be especially on edge.
The Verge observes Microsoft could make OEMs think twice by withholding marketing support and/or license discounts, and that Google could restrict access to Google Play and others apps/services.
Ironically, investment firm Longboard Asset Management declared in October Android/Windows hybrids are a key reason to be bullish on Microsoft. The firm called such products a ""game changer"" for the software giant, particularly in the enterprise.
Likewise, the devices could strengthen Google's high-end and enterprise tablet positions. The iPad still claims an outsized share of these segments, even as Android has gobbled up low-end tablet share.

Yesterday: Intel CEO promises tablet innovations at CES
 "
899,"Intel CEO tries to change culture, will show off innovations at CES","Jan. 2, 2014, 7:15 PM","

""There are still a lot of things that slow us down–how we make decisions, the number of people who feel like they have to have a say,"" says Intel (NASDAQ:INTC) CEO Brian Krzanich in an interview. Since becoming CEO last year, Krzanich has made a priority out of getting Intel to move more quickly in a mobile processor market currently dominated by ARM-based solutions.
Krzanich points to the speed at which Intel launched its ultra-low-power Quark processor - circuit boards were distributed just six weeks after management decided to launch the product - as evidence Intel's culture is changing. He asserts a giant market opportunity exists for Quark in the embedded/wearables space. ""We’ll show you some things that you would never have thought could become smart and communicate.""
Krzanich promises to show off a slew of innovative Intel-powered wearables and tablets at CES next week. ""What you will see at CES [are] tablets that are doing some things that you didn’t think possible ... We’ll bring some new innovations in imaging, for example.""
At the same time, he admits Samsung and Apple's smartphone dominance presents a big challenge. Apple fully relies on its A-series processors for iOS hardware, and Samsung partly relies on its Exynos processors. Qualcomm and other ARM-based vendors currently handle most of Samsung's 3rd-party mobile processor needs, though Intel has scored some tablet design wins.
 "
900,A roundup of tech ratings changes,"Jan. 2, 2014, 9:42 AM","

Sprint (S -3%) has been cut to Market Perform by Cowen, and to Neutral by Macquarie, following a major run-up fueled in part by T-Mobile M&A hopes.
T-Mobile (TMUS -1.5%), meanwhile, has been pulled from Goldman's Conviction Buy list. Its shares have taken off in response to reports Sprint and Dish are mulling bids.
Xilinx (XLNX +1.1%) has been upgraded to Buy by Goldman, and rival Altera (ALTR -1.8%) has cut to Neutral.
UniPixel (UNXL -4.4%) has been cut to Market Perform by Cowen following the departure of its CEO and COO.
Intersil (ISIL -4.9%) has been cut to Underweight by Evercore.
NXP (NXPI -4.3%) and ON Semi (ONNN -4.7%) have been cut to Neutral by Goldman, and fellow chipmaker Analog Devices (ADI -2.5%) has been cut to Sell. ADI has also been cut to Market Perform by Wells Fargo.
 "
